size	encoders	weighted_correct	weighted_acc	weighted_kappa	majority_correct	majority_resolved	majority_acc_resolved	majority_kappa_resolved	abstain_rate
7	gpt_oss_20b,haiku,ministral,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.278102350098836	22	34	0.6470588235294118	0.5315729047072331	0.7951807228915663
6	gemma,gpt_oss_20b,granite,rinna_bilingual_4b_jp,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.277340486346247	24	35	0.6857142857142857	0.5549132947976878	0.7891566265060241
5	gpt_oss_20b,granite,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2748852806212495	28	47	0.5957446808510638	0.4969014084507042	0.7168674698795181
7	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.27788030582652246	32	58	0.5517241379310345	0.42922028766086306	0.6506024096385542
6	haiku,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.28591292256887113	13	28	0.4642857142857143	0.31484502446982054	0.8313253012048193
7	gemma,granite,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp	67	0.4036144578313253	0.278767664355306	21	30	0.7	0.5976154992548435	0.8192771084337349
5	gpt_oss_20b,granite,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp	67	0.4036144578313253	0.27813405956250536	29	60	0.48333333333333334	0.3211678832116789	0.6385542168674698
7	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.27851435595750307	32	54	0.5925925925925926	0.49554140127388535	0.6746987951807228
7	gemma,granite,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.27857769973661106	22	45	0.4888888888888889	0.26906779661016933	0.7289156626506024
3	gpt_oss_20b,haiku,rinna_jp_3_6b	67	0.4036144578313253	0.2757480939579572	50	101	0.49504950495049505	0.3809638264631655	0.39156626506024095
7	gemma,granite,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.2845450587723115	24	56	0.42857142857142855	0.26587464154035245	0.6626506024096386
3	gpt_oss_20b,haiku,qwen	67	0.4036144578313253	0.2757480939579572	62	120	0.5166666666666667	0.41126712908137375	0.27710843373493976
3	gpt_oss_20b,haiku,rinna_bilingual_4b	67	0.4036144578313253	0.2757480939579572	55	109	0.5045871559633027	0.3793103448275861	0.34337349397590367
5	gemma,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.28329699084169213	22	55	0.4	0.24782428512225452	0.6686746987951807
7	gemma,granite,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	67	0.4036144578313253	0.2846384886606016	21	44	0.4772727272727273	0.3125	0.7349397590361446
6	gemma,ministral,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2851052723159909	20	28	0.7142857142857143	0.6	0.8313253012048193
9	gemma,granite,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2817621607447227	27	51	0.5294117647058824	0.39941118743866544	0.6927710843373494
3	gpt_oss_20b,haiku,ministral	67	0.4036144578313253	0.2757480939579572	67	119	0.5630252100840336	0.4721937905151825	0.2831325301204819
9	gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2827026319235302	30	52	0.5769230769230769	0.4703703703703703	0.6867469879518072
9	gemma,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2777533620462338	28	54	0.5185185185185185	0.38122520934332305	0.6746987951807228
7	gemma,gpt_oss_20b,haiku,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	67	0.4036144578313253	0.27981068407905696	29	85	0.3411764705882353	0.13059360730593617	0.4879518072289156
7	gpt_oss_20b,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	67	0.4036144578313253	0.28226405205922156	21	38	0.5526315789473685	0.3973880597014925	0.7710843373493976
7	gemma,granite,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	67	0.4036144578313253	0.2836718681893471	18	34	0.5294117647058824	0.3216957605985037	0.7951807228915663
6	haiku,ministral,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.28476302389345864	20	42	0.47619047619047616	0.3542976939203356	0.7469879518072289
5	gpt_oss_20b,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp	67	0.4036144578313253	0.27727692510664503	37	75	0.49333333333333335	0.34557979334098743	0.5481927710843373
10	gemma,gpt_oss_20b,granite,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.27908404983330426	22	40	0.55	0.3819742489270386	0.7590361445783133
6	gemma,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.2825773780940324	19	30	0.6333333333333333	0.4607843137254901	0.8192771084337349
3	gpt_oss_20b,haiku,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.2757480939579572	55	111	0.4954954954954955	0.38528481012658233	0.3313253012048193
5	gpt_oss_20b,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30	67	0.4036144578313253	0.2766406972137856	38	67	0.5671641791044776	0.45892509050403785	0.5963855421686747
4	gemma,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30	67	0.4036144578313253	0.2906595303867403	21	42	0.5	0.32723112128146437	0.7469879518072289
5	gemma,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.28789323164918956	22	53	0.41509433962264153	0.29635974304068524	0.6807228915662651
7	gemma,gpt_oss_20b,haiku,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2789575289575291	35	81	0.43209876543209874	0.2412950519242516	0.5120481927710843
3	gpt_oss_20b,haiku,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2757480939579572	59	118	0.5	0.38730968934260324	0.28915662650602414
6	haiku,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2811023622047245	18	37	0.4864864864864865	0.3304761904761905	0.7771084337349398
9	gemma,granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2789575289575291	20	37	0.5405405405405406	0.31630434782608696	0.7771084337349398
6	granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	67	0.4036144578313253	0.2800315429773066	19	24	0.7916666666666666	0.7108433734939759	0.8554216867469879
7	gemma,granite,qwen,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	67	0.4036144578313253	0.27914729362224744	15	33	0.45454545454545453	0.3076923076923076	0.8012048192771084
6	gemma,ministral,rinna_bilingual_4b,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	67	0.4036144578313253	0.2794001578531966	18	29	0.6206896551724138	0.4565587734241907	0.8253012048192772
7	gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull	66	0.39759036144578314	0.2711626273270109	30	63	0.47619047619047616	0.3230218169977206	0.6204819277108433
5	gpt_oss_20b,granite,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.27007299270072993	25	41	0.6097560975609756	0.49068322981366463	0.7530120481927711
5	gemma,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	66	0.39759036144578314	0.28469858232429857	35	81	0.43209876543209874	0.3064035740878629	0.5120481927710843
10	gemma,gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2712586153913693	24	35	0.6857142857142857	0.5620022753128555	0.7891566265060241
6	granite,ministral,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2673022598870056	12	17	0.7058823529411765	0.6028037383177571	0.8975903614457832
6	gemma,ministral,rinna_bilingual_4b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2726635411646148	19	37	0.5135135135135135	0.3626794258373206	0.7771084337349398
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27526740886269385	16	29	0.5517241379310345	0.37685950413223146	0.8253012048192772
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.2733321659954474	11	19	0.5789473684210527	0.3476394849785408	0.8855421686746988
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27463403976403755	13	21	0.6190476190476191	0.5014836795252225	0.8734939759036144
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.27495086263376267	16	36	0.4444444444444444	0.20353982300884954	0.7831325301204819
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27170622559557756	11	19	0.5789473684210527	0.4590747330960854	0.8855421686746988
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2773497017979192	23	53	0.4339622641509434	0.30263157894736825	0.6807228915662651
6	gpt_oss_20b,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30	66	0.39759036144578314	0.2758680858488919	21	35	0.6	0.447576099210823	0.7891566265060241
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2733957804429661	16	32	0.5	0.36318407960199006	0.8072289156626506
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27234471573225805	16	33	0.48484848484848486	0.2925598991172762	0.8012048192771084
5	gpt_oss_20b,ministral,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.27488752020268215	23	38	0.6052631578947368	0.5269709543568466	0.7710843373493976
7	haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27151445999912216	19	35	0.5428571428571428	0.3784683684794672	0.7891566265060241
7	gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2709705753184014	36	65	0.5538461538461539	0.42809466019417486	0.608433734939759
6	gemma,gpt_oss_20b,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27263167119446163	24	49	0.4897959183673469	0.29354094579008083	0.7048192771084337
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2709705753184015	13	18	0.7222222222222222	0.6265560165975104	0.891566265060241
7	haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2735865569753194	13	30	0.43333333333333335	0.264069264069264	0.8192771084337349
7	haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27170622559557756	16	35	0.45714285714285713	0.2434584755403868	0.7891566265060241
6	gemma,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	66	0.39759036144578314	0.27866857862947036	13	20	0.65	0.4422310756972112	0.8795180722891567
4	haiku,qwen,rinna_bilingual_4b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2684968933151194	18	36	0.5	0.3665689149560116	0.7831325301204819
7	gemma,gpt_oss_20b,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2770664576256424	29	62	0.46774193548387094	0.303370786516854	0.6265060240963856
6	gemma,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2733639746115124	15	31	0.4838709677419355	0.10951526032315984	0.8132530120481928
8	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27109862123474127	20	30	0.6666666666666666	0.5664739884393064	0.8192771084337349
9	gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.270265517847723	26	44	0.5909090909090909	0.4716477651767844	0.7349397590361446
6	granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.2697840144283641	4	10	0.4	0.11764705882352955	0.9397590361445783
8	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27545720396316165	12	15	0.8	0.75	0.9096385542168675
9	gemma,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2709065354884048	21	41	0.5121951219512195	0.3466135458167331	0.7530120481927711
4	granite,haiku,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30	66	0.39759036144578314	0.2732049036777582	20	38	0.5263157894736842	0.4020979020979021	0.7710843373493976
4	granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	66	0.39759036144578314	0.26901228587784576	8	9	0.8888888888888888	0.859375	0.9457831325301205
4	granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2711306256860595	16	32	0.5	0.37331701346389234	0.8072289156626506
4	granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	66	0.39759036144578314	0.2677224403370244	14	17	0.8235294117647058	0.751219512195122	0.8975903614457832
6	granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2719298245614036	12	21	0.5714285714285714	0.42201834862385323	0.8734939759036144
6	gemma,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2805131761442442	19	40	0.475	0.2923336141533277	0.7590361445783133
9	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2748875202026819	24	45	0.5333333333333333	0.40038071065989855	0.7289156626506024
5	gpt_oss_20b,granite,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.26649286377093373	30	47	0.6382978723404256	0.5546265328874025	0.7168674698795181
5	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b_jp	66	0.39759036144578314	0.26798077347091764	39	68	0.5735294117647058	0.4717385480846503	0.5903614457831325
5	haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27052206011601343	15	39	0.38461538461538464	0.1917098445595855	0.7650602409638554
9	gemma,gpt_oss_20b,granite,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27694050004355775	33	57	0.5789473684210527	0.47404844290657433	0.6566265060240963
9	gemma,gpt_oss_20b,granite,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2736819076788449	32	55	0.5818181818181818	0.4577796828118301	0.6686746987951807
5	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b_jpfull30	66	0.39759036144578314	0.26743159752868495	40	68	0.5882352941176471	0.49334752527940395	0.5903614457831325
9	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27380900301850475	25	50	0.5	0.3286788399570354	0.6987951807228916
6	granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27627850198369464	5	6	0.8333333333333334	0.7777777777777778	0.963855421686747
6	granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.27049000219731945	3	6	0.5	0.14285714285714302	0.963855421686747
10	gemma,gpt_oss_20b,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2781981041829725	16	25	0.64	0.4416873449131514	0.8493975903614458
7	gemma,granite,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	66	0.39759036144578314	0.27419002229898126	26	49	0.5306122448979592	0.3864997278170932	0.7048192771084337
7	haiku,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27460234224785884	18	39	0.46153846153846156	0.30534351145038163	0.7650602409638554
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27061821696911137	21	33	0.6363636363636364	0.5147058823529412	0.8012048192771084
6	gpt_oss_20b,granite,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27173817671317013	13	17	0.7647058823529411	0.6936936936936937	0.8975903614457832
9	gemma,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	66	0.39759036144578314	0.2743169398907104	24	53	0.4528301886792453	0.26282973621103123	0.6807228915662651
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	66	0.39759036144578314	0.2713225933892278	15	20	0.75	0.5867768595041323	0.8795180722891567
8	gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.273522975929978	16	28	0.5714285714285714	0.3846153846153846	0.8313253012048193
7	gemma,gpt_oss_20b,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2743169398907105	32	60	0.5333333333333333	0.38007380073800745	0.6385542168674698
7	haiku,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27967021045779994	21	46	0.45652173913043476	0.3317838466008136	0.7228915662650602
10	gemma,gpt_oss_20b,granite,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2765623638106859	15	24	0.625	0.4545454545454546	0.8554216867469879
6	gemma,haiku,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jp	66	0.39759036144578314	0.2715464279445323	22	55	0.4	0.14868667917448408	0.6686746987951807
7	gemma,granite,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	66	0.39759036144578314	0.2715783930843829	22	35	0.6285714285714286	0.49723756906077354	0.7891566265060241
6	gemma,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2762153913233051	7	13	0.5384615384615384	0.3709677419354839	0.9216867469879518
8	gpt_oss_20b,granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27244039270687237	8	14	0.5714285714285714	0.3538461538461538	0.9156626506024097
8	gpt_oss_20b,granite,ministral,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.26881909879751564	17	23	0.7391304347826086	0.6349206349206349	0.8614457831325302
9	gemma,granite,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27020135408423485	30	62	0.4838709677419355	0.33998669328010644	0.6265060240963856
10	gemma,gpt_oss_20b,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27703497234441	16	22	0.7272727272727273	0.5822784810126582	0.8674698795180723
10	gemma,gpt_oss_20b,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2768460030494446	16	24	0.6666666666666666	0.5089514066496164	0.8554216867469879
11	gemma,gpt_oss_20b,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.2774126148086884	20	34	0.5882352941176471	0.4503464203233257	0.7951807228915663
5	gemma,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27295024526979683	35	85	0.4117647058823529	0.25880711545169177	0.4879518072289156
7	gemma,granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.2711306256860593	29	53	0.5471698113207547	0.40477304632662614	0.6807228915662651
7	gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27071434847552933	35	63	0.5555555555555556	0.44702194357366765	0.6204819277108433
7	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	66	0.39759036144578314	0.2730457630829868	18	30	0.6	0.5068493150684932	0.8192771084337349
7	gpt_oss_20b,granite,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	66	0.39759036144578314	0.27103460389952583	35	58	0.603448275862069	0.500748502994012	0.6506024096385542
6	gemma,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull	66	0.39759036144578314	0.27285470235227116	14	27	0.5185185185185185	0.38636363636363646	0.8373493975903614
