first_word	source_model	cell_count	sm_HP	sm_LP	sm_HN-D	sm_HN-S	sm_LN	sm_NB	modal_sm	jsd_vs_gt	sim_vs_gt	modal_gt	gt_emit	jsd_vs_pooled	sim_vs_pooled
(⌐■‿■)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(⌒_⌒;)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	1.0	0.0	LN				0	0.0	1.0
(⌒▽⌒)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(╭☞・̀	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(╭☞・́⍛・̀)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(╯▽╰)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(╹ヮ╹)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(▰˘‿˘▰)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(○_○)	claude-opus-4-7	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0	1.0
(○´∀`○)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◕.◕)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◕ω◕✨🌸)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(◞‸◟;)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◞‿◟)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◞◟ㆀ)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◠‿・)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(☆▽☆)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(♡^▽^♡)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(✦‿✦)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(✿・̀ㅁ・́)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(゚ペ)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(゜∇゜)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ノಠ益ಠ)	claude-opus-4-7	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(・_・ゞ−☆	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・o・)	claude-opus-4-7	1	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0	1.0
(・̀.̫・́)	gpt-5-4-thinking	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(・́ω・̀)	claude-opus-4-7	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(・ω・`)o	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・ω・ﾉ	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・⩊・)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(・・;)	gpt-5.5	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0	1.0
(ーー;)	claude-opus-4-7	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(꒪ཫ꒪;)	claude-opus-4-7	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(＾・ω・＾)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(｡-_-｡)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(｡-`ω´-)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(｡-‿-｡)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.1323	0.8091	LP	3	0.0	1.0
(｡>‿<｡)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(｡╯︵╰｡)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	1.0	0.0	LN				0	0.0	1.0
(｡◕◕｡)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(｡♡‿♡｡)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(｡・	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(｡・́ω・̀｡)	claude-opus-4-7	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(｡・́⌒・̀｡)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(｡・‿-)	claude-opus-4-7	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(ﾟωﾟ)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ﾟヮﾟ)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￢_￢)	claude-opus-4-7	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(￣ε￣)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣▽￣;)	claude-opus-4-7	1	0.0	0.0	0.5	0.0	0.5	0.0	HN-D				0	0.0	1.0
(￣へ￣)	gpt-5.5	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0	1.0
(￣ー￣;)	claude-opus-4-7	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0	1.0
(￣￣)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(￣￣|||)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
4/4	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
7/7	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
83	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
¬‿¬	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
ʕ ・ᴥ・ʔ	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
ಠ‿ಠ	claude-opus-4-6	1	0.0	0.0	0.0	0.0	0.5	0.5	LN				0	0.0	1.0
⊙_⊙	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
