size	encoders	mean_jsd	similarity	mean_jsd_weighted	similarity_weighted	accuracy	n_correct	kappa
5	gemma,gemma_intro_v7_primed,gpt_oss_20b,opus,rinna_jp_3_6b_jp	0.13451569300819163	0.8059348767753397	0.0850057545880946	0.8773626194087316	0.7037037037037037	38	0.6299785867237687
5	gemma,gemma_intro_v7_primed,granite,opus,rinna_bilingual_4b	0.1345314653982946	0.8059121220263552	0.08734659412440253	0.8739855018181835	0.7962962962962963	43	0.7433016421780467
8	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,granite,haiku,ministral,opus	0.1345419174221923	0.8058970429433108	0.08655611837338592	0.875125917264118	0.8148148148148148	44	0.7659297789336801
4	gemma_intro_v7_primed,gpt_oss_20b,haiku,opus	0.1345487878237477	0.8058871310490578	0.08263254151651121	0.8807864421380779	0.7037037037037037	38	0.6258120398440883
6	gemma,gemma_intro_v7_primed,granite,haiku,opus,rinna_bilingual_4b	0.13463614858543824	0.8057610961113986	0.0859177297567	0.8760469173555707	0.7407407407407407	40	0.6739974126778785
7	gemma,gemma_intro_v7_primed,granite,haiku,ministral,opus,rinna_jp_3_6b_jp	0.1348091481414686	0.8055115105098376	0.08209457039629568	0.8815625704053544	0.7592592592592593	41	0.6966292134831461
6	gemma,gemma_intro_v7_primed,granite,haiku,opus,rinna_bilingual_4b_jp	0.13506173545850425	0.8051471040401589	0.0899714089880882	0.8701986944310924	0.7407407407407407	40	0.6739974126778785
5	gemma_intro_v7_primed,granite,haiku,ministral,opus	0.13508385560879546	0.80511519140903	0.08007909153862912	0.8844702917583265	0.7037037037037037	38	0.6233653007846557
5	gemma,gemma_intro_v7_primed,ministral,opus,rinna_bilingual_4b	0.13508955566816278	0.805106967961648	0.07789285068487442	0.8876243705962272	0.7037037037037037	38	0.6307692307692307
5	gemma,gemma_intro_v7_primed,ministral,opus,rinna_jp_3_6b	0.13510655581252168	0.805082441937687	0.07431142360810321	0.8927912776791904	0.7222222222222222	39	0.6528075439348477
5	gemma,granite,haiku,ministral,opus	0.13513307204377842	0.8050441871023498	0.07966275715656494	0.885070935306682	0.7777777777777778	42	0.7191157347204162
6	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,granite,haiku	0.1351623723337896	0.8050019157192541	0.0982238735063626	0.8582929047954658	0.7962962962962963	43	0.7434125269978402
5	gemma,gemma_intro_v7_primed,haiku,opus,rinna_bilingual_4b	0.1351916010595651	0.8049597475815263	0.08483832774175369	0.8776041652896593	0.7222222222222222	39	0.6514629948364888
3	gemma,gemma_intro_v7_primed,qwen	0.1352405021076679	0.8048891982819342	0.08001678388916311	0.8845601826952205	0.7222222222222222	39	0.6542893725992318
5	gemma,gemma_intro_v7_primed,gpt_oss_20b,granite,ministral	0.135302596130377	0.8047996155433028	0.0817984589768902	0.8819897688816812	0.7222222222222222	39	0.6520618556701031
5	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,ministral	0.13531678168150715	0.8047791501190351	0.0896228596249111	0.8707015448688531	0.6851851851851852	37	0.6080273270708796
5	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,granite	0.13532612210974124	0.804765674729542	0.10313739700695035	0.8512041888078765	0.7777777777777778	42	0.7206896551724138
5	gemma,gemma_intro_v7_primed,granite,opus,rinna_bilingual_4b_jp	0.13539576011491317	0.804665208324823	0.09327231345840181	0.8654364959213228	0.7222222222222222	39	0.6523605150214593
4	gemma,gemma_intro_v7_primed,opus,rinna_bilingual_4b_jp	0.13541365626031557	0.8046393896446	0.09348979483587078	0.8651227366165626	0.6851851851851852	37	0.6090289608177172
6	gemma,gemma_intro_v7_primed,haiku,ministral,opus,rinna_jp_3_6b	0.13544071888095044	0.8046003465360166	0.0746694365122171	0.8922747742378511	0.7037037037037037	38	0.6287064890416846
